Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type,Roast Type,Size,Unit Price,Sales
E1313871,23/04/2021,666258-21189-EO,R-E-1,3,Customer23,customer23@example.com,US,Blend,Light,Small,9.53,28.589999999999996
F7EB7FA3,16/06/2019,368800-43006-JQ,R-M-2.5,1,Customer307,customer307@example.com,PL,Arabica,Dark,Small,8.55,8.55
9EFD94C2,10/04/2021,980779-10003-QU,E-M-2.5,5,Customer888,customer888@example.com,UK,Blend,Dark,Medium,5.24,26.200000000000003
8865E265,13/04/2019,738660-69587-OM,A-R-2.5,4,Customer42,customer42@example.com,IT,Arabica,Light,Small,6.9,27.6
53BD32E3,09/01/2020,570670-91018-QU,R-R-0.5,6,Customer547,customer547@example.com,US,Arabica,Light,Large,9.31,55.86
FF06314B,31/12/2021,503249-47127-OM,D-M-1,4,Customer344,customer344@example.com,DE,Arabica,Dark,Small,9.27,37.08
BEA7576A,29/03/2021,136291-86233-NC,D-A-0.5,4,Customer902,customer902@example.com,UK,Arabica,Dark,Large,17.47,69.88
42C811CE,15/10/2022,257670-65537-RG,D-L-0.5,3,Customer944,customer944@example.com,PL,Arabica,Dark,Large,6.87,20.61
C6014997,10/05/2019,590217-35091-OM,L-R-0.5,5,Customer353,customer353@example.com,PL,Arabica,Medium,Medium,5.85,29.25
0CC582D4,16/10/2020,640402-46282-JQ,M-L-2.5,4,Customer697,customer697@example.com,US,Arabica,Dark,Medium,19.83,79.32
134ACB66,09/12/2022,434538-60328-UZ,A-M-1,2,Customer261,customer261@example.com,IT,Arabica,Medium,Small,18.83,37.66
3C640B6A,20/04/2023,598181-53146-FR,D-A-1,3,Customer441,customer441@example.com,ES,Blend,Medium,Small,11.19,33.57
1B8B3C25,20/08/2020,167706-37894-NC,D-E-1,6,Customer600,customer600@example.com,DE,Arabica,Dark,Small,6.88,41.28
8F4BED43,16/06/2020,844039-96827-EO,E-L-2.5,5,Customer431,customer431@example.com,DE,Blend,Medium,Medium,17.76,88.80000000000001
0C4B0798,06/02/2020,470017-25558-UA,E-A-2.5,5,Customer853,customer853@example.com,ES,Arabica,Medium,Small,9.92,49.6
2215A802,27/09/2023,671830-30107-BB,D-L-1,2,Customer108,customer108@example.com,UK,Blend,Dark,Medium,14.68,29.36
4211F785,07/05/2021,948899-22311-PE,D-R-1,2,Customer649,customer649@example.com,FR,Blend,Dark,Large,17.93,35.86
62FC599A,08/07/2019,932943-58755-UV,R-L-1,6,Customer225,customer225@example.com,PL,Blend,Medium,Small,9.7,58.199999999999996
C8874783,25/01/2020,556065-24575-DT,R-E-1,6,Customer552,customer552@example.com,IT,Robusta,Dark,Medium,16.46,98.76
7749B5FD,07/12/2022,599542-38005-CU,R-R-1,5,Customer436,customer436@example.com,ES,Arabica,Light,Large,6.75,33.75
B75EDFD5,14/02/2022,220617-44648-HI,A-D-0.5,5,Customer538,customer538@example.com,DE,Robusta,Medium,Large,18.23,91.15
627EB2FA,11/02/2021,919535-28094-RG,L-D-1,2,Customer129,customer129@example.com,UK,Robusta,Light,Medium,10.08,20.16
4D39132A,29/12/2022,457108-88509-HI,M-E-2.5,2,Customer675,customer675@example.com,ES,Robusta,Medium,Small,10.75,21.5
96FAE700,09/05/2023,758807-73111-UA,M-R-2.5,4,Customer571,customer571@example.com,FR,Arabica,Dark,Medium,11.93,47.72
CF7A198E,04/02/2019,785194-42400-CU,E-D-1,1,Customer293,customer293@example.com,UK,Blend,Medium,Small,5.96,5.96
02E2C7A5,08/01/2023,829708-49048-OU,R-A-1,3,Customer766,customer766@example.com,ES,Robusta,Medium,Large,10.43,31.29
A9458503,07/09/2021,889729-64111-OB,M-L-1,3,Customer283,customer283@example.com,DE,Arabica,Dark,Large,9.06,27.18
B823C635,12/05/2023,622549-77471-QJ,L-E-1,4,Customer622,customer622@example.com,FR,Arabica,Dark,Large,5.13,20.52
4A8CDFAD,19/04/2021,847561-70545-QO,R-R-0.5,5,Customer190,customer190@example.com,FR,Arabica,Dark,Small,7.96,39.8
EBEBC0F2,29/06/2023,174112-45858-UZ,L-E-2.5,3,Customer718,customer718@example.com,FR,Blend,Light,Medium,15.42,46.26
FC8622B0,18/11/2019,638651-86782-BB,E-A-2.5,3,Customer969,customer969@example.com,ES,Robusta,Medium,Small,17.22,51.66
167E158E,21/03/2020,617062-72725-UA,D-M-2.5,5,Customer778,customer778@example.com,US,Arabica,Medium,Large,19.35,96.75
DA5254FA,26/04/2022,780638-15405-RG,R-A-0.5,3,Customer102,customer102@example.com,FR,Robusta,Medium,Large,8.31,24.93
6AD16F29,22/01/2020,395419-64347-HW,D-R-1,1,Customer630,customer630@example.com,IT,Blend,Dark,Large,9.51,9.51
935E2C65,18/12/2022,619850-56946-PE,D-D-0.5,6,Customer420,customer420@example.com,IT,Robusta,Dark,Large,15.72,94.32000000000001
EA12968C,11/02/2019,928928-89854-OM,R-M-1,2,Customer6,customer6@example.com,PL,Robusta,Dark,Medium,15.78,31.56
F085B302,19/11/2021,993795-84888-ST,M-M-0.5,2,Customer372,customer372@example.com,PL,Arabica,Light,Large,11.96,23.92
0BAA431F,16/11/2020,995379-51338-QO,R-M-1,5,Customer865,customer865@example.com,US,Blend,Dark,Medium,9.02,45.099999999999994
50C8C2C5,24/05/2022,294332-84148-QU,E-L-1,1,Customer952,customer952@example.com,DE,Arabica,Light,Medium,10.09,10.09
ED2CAFAB,03/03/2023,313814-46033-ZN,L-E-0.5,3,Customer885,customer885@example.com,PL,Arabica,Dark,Large,18.4,55.199999999999996
B0F8E757,17/05/2023,965943-68867-RB,D-M-1,1,Customer696,customer696@example.com,ES,Blend,Light,Medium,15.8,15.8
0BBCDA71,10/02/2021,671874-52467-IQ,D-E-1,1,Customer559,customer559@example.com,FR,Arabica,Light,Small,19.62,19.62
D3552ECC,05/01/2022,676447-93025-OB,M-E-1,1,Customer333,customer333@example.com,DE,Arabica,Medium,Small,15.95,15.95
506F51AA,02/12/2021,688014-98465-IQ,E-L-2.5,2,Customer898,customer898@example.com,IT,Arabica,Dark,Medium,16.5,33.0
C2E3497C,20/10/2021,756966-34812-OB,A-E-0.5,1,Customer346,customer346@example.com,FR,Arabica,Light,Large,8.53,8.53
CF999135,04/12/2021,250375-32646-RG,R-L-0.5,5,Customer357,customer357@example.com,US,Blend,Medium,Small,16.71,83.55000000000001
4F91920E,16/02/2019,335609-94607-UA,R-E-0.5,6,Customer216,customer216@example.com,PL,Blend,Dark,Medium,5.79,34.74
20556358,28/09/2023,823026-88978-QU,E-R-1,3,Customer158,customer158@example.com,FR,Blend,Dark,Large,19.62,58.86
8BFC65D1,18/10/2023,804254-29771-ZC,R-E-2.5,4,Customer272,customer272@example.com,FR,Arabica,Medium,Medium,9.87,39.48
F2CC0065,02/01/2019,563127-76950-CU,D-M-2.5,4,Customer738,customer738@example.com,IT,Arabica,Dark,Small,8.87,35.48
14538A61,30/05/2022,290062-67140-OB,E-A-1,2,Customer847,customer847@example.com,US,Robusta,Light,Large,7.95,15.9
9E875189,02/03/2020,963569-11436-HI,A-A-2.5,1,Customer479,customer479@example.com,US,Arabica,Dark,Medium,9.77,9.77
10C1874E,27/08/2023,843472-26283-DT,R-L-2.5,6,Customer43,customer43@example.com,US,Blend,Dark,Medium,6.18,37.08
B3892055,06/04/2022,905351-51149-UV,M-D-2.5,2,Customer653,customer653@example.com,IT,Arabica,Medium,Medium,15.49,30.98
7A65E03A,21/08/2022,601357-62156-IQ,E-A-0.5,3,Customer120,customer120@example.com,UK,Arabica,Dark,Small,8.33,24.990000000000002
AD57523F,16/06/2019,470391-43898-NC,L-A-2.5,5,Customer361,customer361@example.com,IT,Blend,Dark,Medium,7.94,39.7
2D23DEC2,25/05/2019,709128-10649-DT,D-L-0.5,6,Customer734,customer734@example.com,PL,Blend,Light,Medium,12.59,75.53999999999999
A7AFCC09,09/08/2019,959096-62628-BQ,M-D-2.5,5,Customer788,customer788@example.com,FR,Arabica,Medium,Medium,16.95,84.75
5739C2E0,21/08/2019,164636-44429-OB,D-R-1,6,Customer462,customer462@example.com,FR,Arabica,Medium,Medium,5.39,32.339999999999996
1828D32F,03/03/2021,649015-69674-UA,L-R-2.5,4,Customer16,customer16@example.com,PL,Arabica,Dark,Small,14.16,56.64
2B90E11C,27/07/2023,929093-47265-QJ,E-L-0.5,4,Customer71,customer71@example.com,UK,Blend,Dark,Medium,16.15,64.6
B6052D1A,22/05/2021,910581-67217-JQ,E-M-1,1,Customer908,customer908@example.com,UK,Blend,Dark,Large,12.41,12.41
006045E8,18/10/2023,927449-13354-EO,M-E-2.5,4,Customer489,customer489@example.com,UK,Blend,Dark,Medium,17.17,68.68
65DA84B5,06/03/2021,900292-44647-QU,E-E-2.5,3,Customer940,customer940@example.com,US,Arabica,Medium,Medium,13.7,41.099999999999994
516D716D,08/12/2019,676547-29809-HI,D-M-0.5,6,Customer65,customer65@example.com,FR,Arabica,Dark,Small,13.87,83.22
A5E9327A,14/06/2019,696556-96291-QJ,R-A-1,4,Customer76,customer76@example.com,PL,Robusta,Light,Large,6.29,25.16
D37CC01A,01/07/2023,385338-40027-RB,M-A-1,2,Customer18,customer18@example.com,US,Robusta,Light,Small,15.52,31.04
75C75C85,20/10/2019,233230-57349-OB,E-R-0.5,4,Customer890,customer890@example.com,IT,Arabica,Light,Large,8.45,33.8
CE44130A,01/01/2020,241750-77512-OB,R-E-0.5,5,Customer791,customer791@example.com,ES,Robusta,Dark,Small,17.41,87.05
E8FA8C7E,24/11/2019,415331-47860-UV,M-L-2.5,6,Customer656,customer656@example.com,ES,Arabica,Light,Medium,17.03,102.18
78FE7EA2,03/08/2023,634702-26671-QJ,M-D-2.5,3,Customer813,customer813@example.com,PL,Robusta,Medium,Medium,18.75,56.25
55472B99,04/01/2023,911481-37766-UV,D-L-0.5,3,Customer32,customer32@example.com,DE,Arabica,Light,Large,18.81,56.42999999999999
D275B3F6,25/07/2022,405779-73984-BB,M-E-1,3,Customer944,customer944@example.com,ES,Blend,Light,Large,17.53,52.59
9D1E2A1F,07/03/2019,823092-22049-CB,R-E-1,3,Customer559,customer559@example.com,UK,Blend,Light,Medium,15.14,45.42
7777668E,29/11/2023,779429-10644-ZC,A-M-1,4,Customer496,customer496@example.com,US,Robusta,Dark,Large,17.36,69.44
C5712EFE,30/09/2019,182033-26820-ZN,R-A-2.5,4,Customer155,customer155@example.com,ES,Robusta,Dark,Large,9.04,36.16
3EE9F097,21/07/2023,446676-80085-NC,A-D-1,2,Customer480,customer480@example.com,FR,Blend,Light,Medium,7.81,15.62
7565EA23,27/01/2021,665650-52900-UZ,A-M-2.5,1,Customer754,customer754@example.com,US,Robusta,Medium,Medium,14.1,14.1
EF9E1643,21/07/2020,778319-18570-PX,D-M-1,6,Customer179,customer179@example.com,FR,Arabica,Medium,Large,10.46,62.760000000000005
F2F22E3B,04/11/2019,399453-97013-CB,R-L-1,1,Customer113,customer113@example.com,FR,Arabica,Medium,Large,10.56,10.56
C7213512,17/07/2021,935097-47191-JQ,L-A-0.5,5,Customer242,customer242@example.com,US,Blend,Light,Large,7.87,39.35
42EDA28A,21/04/2021,602293-82731-ST,M-A-2.5,3,Customer14,customer14@example.com,IT,Arabica,Dark,Small,17.89,53.67
03101337,13/02/2021,683153-88301-HI,A-R-1,3,Customer341,customer341@example.com,ES,Arabica,Light,Large,19.32,57.96
A2AF38E9,02/10/2019,842881-51309-HW,E-R-0.5,4,Customer253,customer253@example.com,PL,Arabica,Medium,Small,9.16,36.64
526F4063,23/02/2021,681787-14931-UA,L-L-2.5,2,Customer565,customer565@example.com,IT,Robusta,Light,Small,18.66,37.32
F324B20C,21/07/2019,413756-88123-QO,D-E-1,2,Customer615,customer615@example.com,DE,Arabica,Medium,Small,11.9,23.8
F5449E24,04/09/2020,903022-62185-CB,M-M-2.5,1,Customer735,customer735@example.com,US,Robusta,Medium,Small,13.83,13.83
3470811C,14/08/2022,424793-60621-CU,L-M-2.5,2,Customer130,customer130@example.com,FR,Robusta,Dark,Medium,15.26,30.52
401A1F3F,02/01/2023,976106-92215-EO,L-R-2.5,2,Customer725,customer725@example.com,UK,Blend,Medium,Large,18.87,37.74
173AB5B2,17/03/2023,726117-30589-CU,M-A-2.5,3,Customer869,customer869@example.com,US,Robusta,Dark,Small,11.18,33.54
4E0FBED7,01/11/2023,347599-12225-EO,R-L-0.5,2,Customer870,customer870@example.com,PL,Arabica,Dark,Small,18.79,37.58
5B2A95C0,29/09/2021,983379-72380-DT,A-D-0.5,3,Customer550,customer550@example.com,UK,Blend,Light,Large,9.76,29.28
EF9AABB5,24/10/2022,587304-92897-RB,D-D-1,2,Customer825,customer825@example.com,ES,Blend,Dark,Large,14.95,29.9
73612FF0,05/11/2020,607647-79004-ZN,L-R-2.5,6,Customer57,customer57@example.com,PL,Blend,Medium,Large,12.25,73.5
A52B5967,07/07/2022,968219-19154-BY,L-R-0.5,3,Customer577,customer577@example.com,US,Robusta,Dark,Small,18.38,55.14
997B882F,29/04/2020,474097-74388-UZ,E-D-0.5,2,Customer711,customer711@example.com,IT,Arabica,Light,Small,19.37,38.74
A7A49070,20/11/2019,587422-23454-ZC,M-E-2.5,5,Customer212,customer212@example.com,IT,Arabica,Dark,Large,5.75,28.75
DEEEC5E5,19/03/2019,265791-80125-NC,M-M-2.5,5,Customer422,customer422@example.com,ES,Robusta,Light,Medium,13.17,65.85
0AB59D1E,07/07/2020,225963-50611-DT,M-M-0.5,4,Customer674,customer674@example.com,ES,Blend,Dark,Medium,14.47,57.88
AFBF1579,09/10/2021,255031-54930-QJ,A-D-2.5,1,Customer801,customer801@example.com,DE,Robusta,Medium,Medium,7.71,7.71
26CFA4A4,07/12/2022,449227-38186-HW,E-R-0.5,5,Customer137,customer137@example.com,UK,Arabica,Dark,Small,7.7,38.5
A72DDABA,14/10/2022,308217-80935-QO,A-A-1,2,Customer578,customer578@example.com,IT,Arabica,Medium,Large,11.12,22.24
2C4C1170,30/09/2022,839140-58647-PE,L-M-1,4,Customer400,customer400@example.com,UK,Robusta,Light,Large,5.09,20.36
EB20CE25,05/11/2019,725481-98141-FR,R-A-0.5,3,Customer895,customer895@example.com,FR,Arabica,Light,Large,17.54,52.62
AC63C588,05/07/2023,616001-45570-QO,E-M-1,1,Customer349,customer349@example.com,ES,Robusta,Dark,Medium,8.72,8.72
0EF4C798,05/05/2022,281161-82002-ZN,L-M-1,4,Customer154,customer154@example.com,PL,Blend,Medium,Medium,7.66,30.64
E8AECA94,23/12/2021,885878-14155-HI,M-D-1,6,Customer229,customer229@example.com,DE,Blend,Dark,Medium,18.43,110.58
5760960C,10/05/2019,282537-91322-OB,E-M-0.5,5,Customer646,customer646@example.com,US,Blend,Medium,Large,11.26,56.3
689FB2E8,23/07/2022,947790-29894-IQ,A-L-1,1,Customer12,customer12@example.com,PL,Arabica,Dark,Large,12.9,12.9
29213CE7,02/11/2023,253830-18429-HI,E-L-1,2,Customer482,customer482@example.com,DE,Robusta,Light,Medium,11.74,23.48
A20DA05E,04/04/2023,608999-21449-BY,E-L-1,3,Customer197,customer197@example.com,DE,Arabica,Dark,Medium,5.14,15.419999999999998
B58FD40E,01/12/2021,331244-84622-EO,E-A-1,5,Customer45,customer45@example.com,UK,Arabica,Dark,Small,19.06,95.3
084DD261,28/09/2021,948478-38935-PX,M-R-2.5,1,Customer319,customer319@example.com,UK,Arabica,Dark,Large,9.82,9.82
4DA4AEAB,26/10/2019,813743-57801-HW,R-L-0.5,6,Customer625,customer625@example.com,IT,Robusta,Dark,Large,19.26,115.56
F7ABA05F,17/02/2022,767619-61987-QJ,L-R-0.5,6,Customer387,customer387@example.com,DE,Arabica,Dark,Medium,13.97,83.82000000000001
6F67E23B,18/06/2020,907624-69898-HI,A-R-0.5,3,Customer796,customer796@example.com,PL,Blend,Dark,Small,13.04,39.12
1799C15E,06/03/2020,685463-89567-IC,D-A-1,3,Customer433,customer433@example.com,US,Robusta,Light,Large,19.38,58.14
87D64B22,24/05/2023,614331-61725-NC,E-M-0.5,1,Customer820,customer820@example.com,UK,Robusta,Medium,Small,9.13,9.13
06B82024,26/10/2021,625071-35695-RB,M-M-0.5,1,Customer977,customer977@example.com,UK,Robusta,Light,Medium,18.91,18.91
F4AD374E,16/07/2020,760706-54718-CB,E-E-1,2,Customer299,customer299@example.com,IT,Blend,Dark,Large,13.2,26.4
F8594B6C,18/04/2021,895749-32206-DT,E-R-0.5,5,Customer859,customer859@example.com,ES,Blend,Medium,Large,14.13,70.65
89153488,01/01/2019,137828-85052-RB,E-L-0.5,2,Customer365,customer365@example.com,US,Robusta,Light,Large,11.85,23.7
18392EE8,22/02/2022,230853-62826-UA,E-R-1,3,Customer106,customer106@example.com,FR,Blend,Dark,Small,13.77,41.31
80C74251,13/06/2021,638371-57569-CB,E-A-1,5,Customer816,customer816@example.com,DE,Blend,Medium,Large,10.59,52.95
C2F2459A,06/09/2021,562948-80090-IQ,R-L-1,4,Customer628,customer628@example.com,DE,Robusta,Medium,Small,17.17,68.68
0FBF146C,08/04/2021,816764-66497-IQ,E-E-2.5,6,Customer432,customer432@example.com,UK,Arabica,Medium,Small,12.9,77.4
39782A94,17/10/2023,631846-25373-CB,D-E-0.5,5,Customer780,customer780@example.com,ES,Arabica,Dark,Small,15.91,79.55
2AAB3B9E,02/06/2023,191370-84217-QJ,M-E-0.5,2,Customer55,customer55@example.com,FR,Blend,Light,Large,11.66,23.32
947DF070,30/06/2019,381767-44093-UZ,A-L-2.5,1,Customer462,customer462@example.com,FR,Robusta,Dark,Medium,10.2,10.2
0E32A068,09/03/2019,654039-52200-IC,A-E-2.5,1,Customer720,customer720@example.com,ES,Blend,Medium,Medium,18.14,18.14
ED93317C,18/11/2020,561003-62175-BY,L-D-1,2,Customer652,customer652@example.com,PL,Blend,Medium,Medium,15.27,30.54
217C3431,04/11/2022,422780-80969-PX,R-L-1,5,Customer225,customer225@example.com,FR,Robusta,Light,Small,16.87,84.35000000000001
B3221E67,08/10/2020,936282-25554-OU,M-R-1,1,Customer62,customer62@example.com,US,Blend,Medium,Small,8.72,8.72
802D694B,19/08/2020,632838-17869-BB,D-D-0.5,5,Customer561,customer561@example.com,PL,Robusta,Medium,Small,15.65,78.25
2E06ACE2,03/01/2020,381256-89124-QJ,A-L-0.5,5,Customer844,customer844@example.com,ES,Blend,Medium,Medium,5.4,27.0
764FB2F8,08/11/2020,679069-64185-QU,A-L-1,1,Customer922,customer922@example.com,FR,Arabica,Dark,Medium,19.42,19.42
D2EECC78,13/09/2022,578508-61894-ZN,R-L-2.5,2,Customer67,customer67@example.com,PL,Arabica,Dark,Large,17.79,35.58
66A7534E,18/01/2021,472392-89698-DT,L-A-2.5,4,Customer17,customer17@example.com,PL,Arabica,Light,Medium,15.53,62.12
4B0DE60E,14/07/2022,514628-69253-RG,A-E-2.5,1,Customer807,customer807@example.com,DE,Arabica,Dark,Large,18.87,18.87
C3897029,19/12/2023,400916-54033-IC,E-A-1,2,Customer617,customer617@example.com,IT,Arabica,Medium,Medium,12.51,25.02
965BDDFA,19/02/2021,933917-41962-ZC,A-E-0.5,5,Customer194,customer194@example.com,FR,Blend,Medium,Small,17.62,88.10000000000001
4C9553B4,01/05/2021,660082-70499-OM,D-R-2.5,1,Customer350,customer350@example.com,FR,Arabica,Light,Large,13.64,13.64
9744DBC2,05/03/2023,885268-87974-OM,A-A-1,5,Customer296,customer296@example.com,UK,Arabica,Light,Small,9.64,48.2
4D11D636,20/03/2020,435231-60644-JQ,A-A-2.5,6,Customer635,customer635@example.com,DE,Blend,Dark,Medium,5.17,31.02
D511412E,13/06/2021,565604-64585-CB,E-M-0.5,3,Customer322,customer322@example.com,DE,Robusta,Dark,Medium,18.32,54.96
EE6243B0,19/05/2021,291839-89576-QJ,L-R-1,5,Customer658,customer658@example.com,IT,Arabica,Light,Small,6.77,33.849999999999994
6B410471,24/07/2021,680894-49019-QU,E-A-1,6,Customer946,customer946@example.com,DE,Arabica,Medium,Medium,16.71,100.26
C629E73F,06/06/2020,621140-58592-QO,A-E-0.5,3,Customer891,customer891@example.com,ES,Robusta,Medium,Small,7.58,22.740000000000002
71D943F4,04/11/2021,623180-80763-BB,A-M-0.5,5,Customer148,customer148@example.com,FR,Robusta,Medium,Large,9.37,46.849999999999994
80FB1635,20/06/2020,596003-11217-HW,R-D-1,1,Customer864,customer864@example.com,UK,Blend,Medium,Medium,8.64,8.64
3CA77B7D,04/12/2021,203827-63260-DT,R-R-1,3,Customer300,customer300@example.com,PL,Blend,Dark,Small,16.03,48.09
67B8CA65,15/10/2020,598502-68976-ZN,R-A-1,2,Customer374,customer374@example.com,US,Blend,Dark,Large,16.49,32.98
CFA3ED12,23/07/2021,761185-83560-OM,E-M-0.5,4,Customer155,customer155@example.com,ES,Arabica,Medium,Large,6.99,27.96
1BC33A2E,03/10/2019,107660-22653-BB,E-D-1,4,Customer970,customer970@example.com,FR,Blend,Medium,Small,16.81,67.24
54EBC64D,01/06/2020,442168-50906-NC,A-E-1,6,Customer273,customer273@example.com,PL,Arabica,Light,Large,16.61,99.66
0DD7CD08,04/08/2023,618037-86482-UV,A-A-1,3,Customer249,customer249@example.com,ES,Blend,Medium,Large,19.4,58.199999999999996
35FDEECA,08/01/2023,537884-99995-QO,A-L-2.5,6,Customer800,customer800@example.com,US,Arabica,Light,Medium,13.99,83.94
BC4FCD0D,04/02/2019,556059-64849-RG,R-D-0.5,1,Customer790,customer790@example.com,ES,Arabica,Medium,Large,17.07,17.07
3E2F6C8C,29/01/2021,366817-11276-QJ,D-M-2.5,6,Customer475,customer475@example.com,DE,Robusta,Dark,Small,18.19,109.14000000000001
761A7B6E,01/02/2020,626527-31050-BQ,E-L-0.5,6,Customer894,customer894@example.com,UK,Blend,Dark,Medium,18.65,111.89999999999999
5554623A,26/09/2019,404599-69927-HI,M-L-1,2,Customer635,customer635@example.com,ES,Blend,Light,Medium,11.74,23.48
A8A80714,11/05/2020,902810-66918-PX,A-E-2.5,5,Customer773,customer773@example.com,UK,Blend,Dark,Medium,9.4,47.0
2DACAD0B,04/10/2021,732779-91826-ZC,L-R-2.5,5,Customer874,customer874@example.com,PL,Robusta,Light,Large,15.03,75.14999999999999
DC521A65,21/12/2020,504198-14054-JQ,E-A-0.5,1,Customer256,customer256@example.com,DE,Blend,Dark,Large,8.89,8.89
E56A4B9B,27/07/2019,816642-55917-HI,L-L-1,2,Customer713,customer713@example.com,DE,Arabica,Dark,Medium,13.91,27.82
FEC6D37D,18/04/2023,963913-20344-ZC,L-E-2.5,5,Customer534,customer534@example.com,US,Blend,Dark,Large,7.49,37.45
8BD5341D,23/10/2019,728807-81642-ZC,D-A-2.5,1,Customer302,customer302@example.com,DE,Arabica,Medium,Small,18.93,18.93
DBF248A9,21/12/2021,403396-16337-QJ,E-R-1,6,Customer776,customer776@example.com,ES,Arabica,Dark,Small,11.46,68.76
5DFF8F30,15/01/2022,254792-67057-OB,L-R-1,6,Customer266,customer266@example.com,PL,Robusta,Dark,Large,5.96,35.76
251394BD,27/08/2019,817925-55925-QJ,D-E-1,4,Customer959,customer959@example.com,FR,Arabica,Dark,Large,15.45,61.8
387FA2E0,29/11/2020,620000-42003-EO,D-L-1,5,Customer150,customer150@example.com,IT,Blend,Dark,Large,16.72,83.6
F89B5846,31/08/2020,504995-73938-JQ,L-D-2.5,6,Customer670,customer670@example.com,UK,Robusta,Dark,Medium,11.28,67.67999999999999
C5B8ABA6,08/11/2023,853832-73968-BY,M-E-0.5,1,Customer461,customer461@example.com,UK,Blend,Medium,Medium,19.08,19.08
F14A14A1,02/04/2020,315172-86301-OB,M-A-0.5,4,Customer154,customer154@example.com,UK,Arabica,Light,Medium,8.88,35.52
51F80111,05/06/2021,114773-43653-EO,M-M-2.5,2,Customer176,customer176@example.com,IT,Blend,Medium,Large,10.37,20.74
6B26900D,30/12/2022,864997-28972-JQ,A-D-1,4,Customer314,customer314@example.com,DE,Arabica,Dark,Small,15.04,60.16
26423BFB,04/07/2020,463672-28891-ZC,R-L-0.5,4,Customer470,customer470@example.com,DE,Robusta,Dark,Large,16.5,66.0
CD530F31,04/08/2019,730179-33345-BB,M-M-0.5,5,Customer41,customer41@example.com,DE,Blend,Dark,Large,11.84,59.2
FFE7C17A,03/06/2021,428133-45295-CU,D-E-0.5,2,Customer237,customer237@example.com,DE,Blend,Light,Large,19.32,38.64
409E0657,01/09/2021,944051-38009-RG,E-A-2.5,1,Customer138,customer138@example.com,FR,Arabica,Medium,Medium,11.39,11.39
F029D954,04/10/2023,664968-31924-NC,R-L-0.5,6,Customer772,customer772@example.com,PL,Robusta,Light,Large,19.57,117.42
EA88F7CB,11/02/2021,815101-24703-OB,D-L-2.5,4,Customer669,customer669@example.com,DE,Blend,Light,Medium,5.14,20.56
3CF922FC,03/03/2019,123213-82896-UV,D-M-0.5,4,Customer928,customer928@example.com,PL,Arabica,Dark,Large,8.31,33.24
DF61B583,05/03/2019,261989-89133-ST,L-A-2.5,2,Customer440,customer440@example.com,US,Arabica,Medium,Medium,13.85,27.7
458FD4B4,24/04/2021,315369-85725-EO,D-M-2.5,1,Customer119,customer119@example.com,ES,Blend,Dark,Large,7.28,7.28
8F6AF1FA,07/06/2022,259555-70205-ZC,E-D-0.5,3,Customer651,customer651@example.com,FR,Blend,Medium,Small,17.93,53.79
D5DD1F35,21/12/2021,939769-94037-PE,M-E-2.5,2,Customer526,customer526@example.com,UK,Arabica,Light,Small,9.59,19.18
0F8824BD,26/06/2022,658536-48459-RG,D-L-2.5,3,Customer939,customer939@example.com,IT,Blend,Dark,Small,7.4,22.200000000000003
114B1A2F,21/04/2021,933387-71149-BY,R-A-2.5,5,Customer570,customer570@example.com,FR,Robusta,Dark,Large,6.06,30.299999999999997
F657829B,11/07/2022,682818-46461-OU,D-M-0.5,4,Customer344,customer344@example.com,IT,Robusta,Light,Small,14.87,59.48
8C435E44,15/01/2021,383314-85724-IC,D-M-2.5,6,Customer400,customer400@example.com,US,Robusta,Dark,Large,7.45,44.7
D880DD8E,27/10/2022,134029-38372-QJ,D-A-1,6,Customer637,customer637@example.com,PL,Arabica,Dark,Small,9.5,57.0
E56021B5,23/02/2020,945276-22418-UV,R-E-1,1,Customer128,customer128@example.com,DE,Blend,Medium,Large,8.29,8.29
F3BE2298,21/02/2020,843264-69961-FR,R-R-2.5,2,Customer396,customer396@example.com,UK,Arabica,Light,Small,7.89,15.78
D94093E3,03/01/2022,835235-97753-QU,R-D-2.5,6,Customer662,customer662@example.com,ES,Blend,Dark,Large,12.44,74.64
1570AE3E,21/09/2021,180874-15435-UV,R-D-0.5,6,Customer974,customer974@example.com,FR,Robusta,Medium,Small,10.89,65.34
0611B5A4,24/04/2019,737288-57413-CU,R-L-0.5,4,Customer964,customer964@example.com,IT,Arabica,Dark,Small,15.34,61.36
9976CECB,31/01/2022,438922-19589-DT,D-E-1,1,Customer298,customer298@example.com,UK,Blend,Medium,Medium,6.2,6.2
1B79F57A,26/06/2022,445178-12020-ST,A-D-2.5,2,Customer283,customer283@example.com,PL,Arabica,Medium,Small,13.38,26.76
F32E0E93,18/06/2021,617851-84693-UV,M-E-0.5,4,Customer468,customer468@example.com,UK,Arabica,Medium,Small,16.82,67.28
348AAB9D,07/07/2020,828769-10940-FR,L-A-0.5,4,Customer40,customer40@example.com,DE,Arabica,Medium,Small,11.2,44.8
D08046ED,25/05/2019,282982-15964-UV,L-M-1,5,Customer550,customer550@example.com,UK,Robusta,Medium,Medium,11.95,59.75
03EC24AF,06/10/2020,466752-81052-OU,M-E-2.5,2,Customer963,customer963@example.com,IT,Arabica,Medium,Medium,12.25,24.5
0DD7AFE1,17/02/2020,617809-77530-ZN,E-E-1,4,Customer8,customer8@example.com,PL,Robusta,Light,Medium,9.13,36.52
